floor_area,number_of_floors,window_to_wall_ratio,wall_thickness,avg_temperature,avg_humidity,solar_radiation,thermal_resistance,estimated_energy_usage,daylight_factor,thermal_load
247,3,0.28,0.2,-7.7,68,287,3.67,568.8,0.8,-4330.9
204.4,1,0.19,0.21,34.8,77,160,3.2,2445.2,0.3,2057.1
100.4,2,0.31,0.3,11.6,58,486,5.72,245,1.51,-361
132,2,0.18,0.49,-7.6,22,173,3.16,338.2,0.31,-2491.9
50.8,3,0.48,0.45,14.8,79,373,5.3,180.3,1.79,-124.2
183.1,3,0.19,0.44,9.4,26,197,3.13,614.7,0.37,-1333.4
227,3,0.47,0.36,20,68,346,3.75,1521,1.63,0
148.9,1,0.26,0.35,0.8,33,196,3.51,47.7,0.51,-1855.4
150.8,2,0.44,0.31,14.8,38,230,3.66,755.5,1.01,-497.2
102.8,1,0.17,0.24,0.3,33,958,3.06,45.9,1.63,-1405.5
170,2,0.17,0.33,1,73,597,0.1,2945.7,1.01,-3197.7
144,1,0.34,0.34,-7.4,37,954,3.52,308.5,3.24,-2556.7
151.8,2,0.15,0.43,32.6,75,860,0.08,68252.1,1.29,1897.4
81.7,3,0.21,0.38,3.1,65,348,0.06,5188,0.73,-1372.4
292.8,3,0.22,0.21,26,45,909,5.97,1464.9,2,708
220,3,0.11,0.22,16.9,56,898,3.44,1200.8,0.99,-447.4
240.1,1,0.23,0.38,7.9,60,743,0.05,46276.6,1.71,-2890.7
236.6,3,0.33,0.42,22.7,44,682,3.76,1714.1,2.25,398.6
78.7,1,0.26,0.27,18.8,73,386,3.09,552.2,1,-65.3
88.2,1,0.42,0.48,32.5,24,772,3.13,1134.5,3.24,757.4
144.6,1,0.27,0.49,5.2,56,818,3.16,312.6,2.21,-1463.8
50.6,1,0.43,0.25,21.2,46,991,5.46,249.9,4.26,27.6
67,3,0.23,0.42,29.6,65,357,0.05,44758.8,0.82,640
122.1,1,0.46,0.4,26,63,918,3.05,1325.5,4.22,509.2
195.5,3,0.2,0.41,-1.2,57,274,3.56,55.9,0.55,-2669.1
257.7,2,0.25,0.24,3.7,60,285,3.12,370.3,0.71,-2890
181.6,2,0.48,0.33,20.1,46,146,3.15,1447.3,0.7,12.4
98,2,0.36,0.42,0,56,452,6.47,8.1,1.63,-691.9
66.3,2,0.22,0.45,4.5,30,624,3.53,106.8,1.37,-664.9
222.5,2,0.19,0.27,13.1,49,767,3.26,1036.4,1.46,-1034.8
290.1,2,0.45,0.32,33.9,79,103,3.59,3365.9,0.46,2584.8
219.1,3,0.28,0.43,12,41,155,3.55,855.2,0.43,-1130.6
147.5,1,0.4,0.33,9.3,52,179,6.02,278.7,0.72,-628.1
241,1,0.22,0.32,15.9,60,656,3.2,1384,1.44,-671.9
103.8,1,0.4,0.4,-7.6,42,318,5.8,156.4,1.27,-1203.2
62.8,1,0.43,0.33,34.1,62,607,6.44,411.2,2.61,315.2
124.2,1,0.2,0.26,-8.8,31,177,0.09,13089.7,0.35,-3544.8
131.4,2,0.47,0.22,32.4,44,293,3.03,1751,1.38,1135.7
98.7,2,0.48,0.42,5,63,536,6.45,105,2.57,-525.6
191.7,2,0.13,0.32,33.2,52,123,0.01,680324,0.16,2527.9
162.4,2,0.11,0.22,-3.5,26,175,3.02,188.6,0.19,-2663.8
96.6,1,0.39,0.32,-4.2,47,274,3.66,123.8,1.07,-1482.1
99.8,3,0.33,0.35,-3.1,39,584,3.5,83.6,1.93,-1498.5
87,3,0.28,0.21,27.6,70,999,5.1,556.2,2.8,324
86.1,1,0.12,0.44,5.4,44,602,0.09,6086.4,0.72,-1245.7
96,3,0.24,0.27,3.3,33,193,3.35,112.1,0.46,-1066.1
110,1,0.15,0.29,-4.4,30,792,3.69,115.6,1.19,-1693.6
222.7,1,0.21,0.22,21.6,50,459,5.51,985.2,0.96,160
222.9,2,0.12,0.38,24.3,21,829,5.48,1083.5,0.99,433.2
135.4,3,0.22,0.49,23.7,22,244,3.3,1090.5,0.54,335.7
264.9,1,0.17,0.48,-2.3,39,837,3.51,119.8,1.42,-3833.8
234.3,3,0.17,0.45,6.4,59,553,0.01,176756,0.94,-3183.3
115,3,0.13,0.32,23.7,23,264,3.54,829.1,0.34,274.9
75.5,3,0.15,0.22,13.6,31,646,3.73,310,0.97,-303
62.7,1,0.32,0.47,26.4,67,564,3.6,544.8,1.8,256.8
93.3,3,0.38,0.42,-2.7,50,633,5.18,44.3,2.41,-1020.8
96.6,3,0.36,0.5,4.8,48,812,5.75,111.3,2.92,-624
272.4,2,0.12,0.38,27.5,76,671,0.06,135570.1,0.81,2030.7
119.7,1,0.4,0.45,32.7,75,773,0.1,48080.6,3.09,1505
86,2,0.25,0.23,23.5,24,994,5.64,420.2,2.48,131.2
278.3,2,0.11,0.42,25.6,30,167,3.05,2480.4,0.18,1083.1
164.3,3,0.34,0.34,15.9,30,474,3.76,837.1,1.61,-420.3
129.1,3,0.27,0.32,35,23,711,3.26,1605.1,1.92,1305.2
155.7,3,0.31,0.29,12.8,77,365,3.62,654,1.13,-715.2
123.8,1,0.48,0.39,5.5,69,300,3.8,234.3,1.44,-1113
97.4,1,0.18,0.4,-4.4,73,503,3.23,128.1,0.91,-1608.9
196,1,0.35,0.5,27.8,54,732,5.28,1244.5,2.56,721.6
230.6,3,0.31,0.26,-0.4,56,427,3.22,2.2,1.32,-3189.5
222.9,1,0.33,0.31,-4.6,71,611,3.58,289.3,2.02,-3520.3
90.6,3,0.15,0.41,26.6,65,411,3.26,807,0.62,403
145.1,3,0.31,0.38,-4.1,47,168,3.21,205.3,0.52,-2374.4
51.2,2,0.38,0.32,26.2,56,598,3.69,442.5,2.27,200.3
214.2,3,0.44,0.22,-6.7,34,188,3.1,548.9,0.83,-3946.2
142.5,2,0.21,0.38,13.4,25,108,3.52,604.3,0.23,-609.4
54.2,3,0.49,0.22,17,70,896,3.15,383.4,4.39,-111.4
204.5,1,0.5,0.34,25.1,77,774,0.01,661404.1,3.87,1041.9
247.8,3,0.32,0.29,12.4,44,723,3.59,1050.7,2.31,-1207.2
72.3,3,0.48,0.44,24.9,36,660,3.23,709.4,3.17,239.8
89.9,2,0.47,0.25,-2,63,698,5.52,26.2,3.28,-886.1
173.8,2,0.13,0.32,12.5,50,304,3.48,681,0.4,-849.9
241.2,2,0.16,0.22,27,67,180,3.09,2291.4,0.29,1166.7
203.4,2,0.44,0.24,-2.2,38,736,6.1,59.6,3.24,-1761
269.1,3,0.19,0.26,-8,58,344,5.11,441.5,0.65,-3684.5
241.4,3,0.3,0.28,10.3,27,924,5.06,615.8,2.77,-1156.7
126.1,2,0.15,0.21,-1,21,248,3.54,28.8,0.37,-1710.7
204.5,2,0.35,0.31,10,52,826,3.58,726.6,2.89,-1312.9
89.4,3,0.29,0.4,17.5,62,131,3.44,524.6,0.38,-146.6
104.1,1,0.41,0.29,10.2,72,772,3.01,457.3,3.17,-713.1
299.2,3,0.48,0.24,2.8,79,910,3.24,424.8,4.37,-3478.9
86,1,0.22,0.25,24.7,49,244,5.38,442.6,0.54,186.7
113.2,2,0.46,0.4,15.1,56,384,3.6,598.9,1.77,-355
283.2,2,0.47,0.38,6.9,66,707,3.14,847.3,3.32,-2545
79.8,2,0.41,0.33,1.4,20,478,6.22,29,1.96,-561.1
246.1,2,0.15,0.49,4.6,66,884,0.07,20726.2,1.33,-3763.4
89.1,3,0.4,0.44,32,54,128,5.35,642.1,0.51,497.2
176.6,3,0.22,0.39,-2.6,77,174,3.6,132.1,0.38,-2554.3
192.4,3,0.47,0.26,27.2,24,260,3.73,1749.3,1.22,868.6
56.6,3,0.3,0.21,9.5,31,829,3.26,206.2,2.49,-400.6
212.7,2,0.3,0.21,30.9,61,351,5.94,1286.9,1.05,941.3
270.3,2,0.36,0.46,-4.8,61,114,0.07,21351.7,0.41,-6656.5
258.2,3,0.28,0.25,16.2,48,118,3,1601.1,0.33,-686.8
106.6,3,0.28,0.45,0.1,56,284,5.64,8.3,0.8,-924.9
67.5,1,0.45,0.4,31.9,74,209,3.8,698.7,0.94,498
100.2,1,0.28,0.3,27.5,58,841,3.2,1011.7,2.35,511
74,3,0.15,0.31,6.1,52,728,0.04,13579.2,1.09,-1024.5
212.1,1,0.45,0.44,25.8,36,948,5.13,1354.7,4.27,599.1
174,2,0.16,0.34,10.7,27,157,5.58,365.6,0.25,-715.2
218.3,2,0.48,0.35,11.9,27,491,3.72,901.7,2.36,-1110.4
230.1,3,0.41,0.26,7.8,61,773,3.45,689,3.17,-1838.7
174.4,3,0.12,0.22,32.7,34,316,3.68,1658.6,0.38,1399.8
260.8,2,0.47,0.46,1.8,26,265,3.2,207.8,1.25,-3227.7
295,3,0.25,0.37,3.9,65,728,3.61,425.5,1.82,-3034.9
61.1,1,0.43,0.46,12.6,63,751,3.24,305.9,3.23,-305.6
122.9,2,0.46,0.49,34.3,21,947,3.64,1463.8,4.36,1117.8
163.2,3,0.47,0.39,-6.3,66,246,3.11,392.3,1.16,-2957.3
84.7,1,0.28,0.32,30.6,65,794,3.45,878.6,2.22,588.1
85.6,3,0.45,0.48,-3.4,54,328,0.02,16106.5,1.48,-1999
297.3,3,0.2,0.33,6.2,72,268,6.46,327.4,0.54,-1452.4
148.3,3,0.15,0.43,2.6,76,870,0.06,9219.9,1.3,-2564.9
65.5,2,0.19,0.45,-8.5,67,969,3.68,146.8,1.84,-1179.8
244.8,3,0.29,0.29,4.4,54,580,3.28,425.6,1.68,-2566.3
159.9,1,0.21,0.26,-3,70,777,3.52,111.6,1.63,-2383.1
122.9,2,0.38,0.22,31.1,65,842,3.13,1492.5,3.2,937.2
224.2,3,0.46,0.32,15.9,69,135,3.56,1242.1,0.62,-592
205.1,2,0.4,0.48,17.9,52,760,0.09,51028.9,3.04,-426.8
215.9,2,0.28,0.34,6,50,804,3.74,447.8,2.25,-1892.1
142.7,2,0.24,0.4,3,49,101,5.32,93.2,0.24,-1135.3
128.4,1,0.48,0.42,7.9,78,296,0.08,16311.7,1.42,-1541.2
232.3,2,0.36,0.42,24.7,69,228,0.09,75923.5,0.82,1082
64.6,1,0.47,0.37,-0.3,25,660,0.05,574.4,3.1,-1304.8
157.6,2,0.12,0.47,27.5,43,714,3.8,1240.3,0.86,732.8
127.7,2,0.16,0.23,9.5,33,450,3.12,439.8,0.72,-922.5
130.6,3,0.15,0.49,32.5,46,532,0.01,463752.8,0.8,1630.9
269.9,2,0.24,0.32,18.4,63,262,3.69,1528.8,0.63,-272.5
192.8,1,0.26,0.49,15.4,64,245,0.03,113616.1,0.64,-884.2
275.1,2,0.25,0.42,14.8,64,662,0.07,68361.4,1.66,-1420.5
265,3,0.21,0.26,-8.5,49,680,0.08,28623.6,1.43,-7492.1
213.7,1,0.4,0.21,31.5,72,524,3.69,2225.5,2.1,1550.7
246,2,0.23,0.31,19.2,73,898,3.27,1685.8,2.07,-132.4
293.4,2,0.2,0.49,19.1,40,659,3.34,1909.3,1.32,-175.9
251,1,0.3,0.26,0.8,48,333,6.29,52,1,-1787.9
202,3,0.39,0.29,23.5,27,681,5.39,1082.9,2.66,325.9
94.4,1,0.29,0.41,12.3,79,212,6.02,224.7,0.61,-289.3
169.4,2,0.27,0.2,21.3,33,537,3.64,1153.5,1.45,140.1
85.2,1,0.3,0.47,28.8,62,474,5.17,554.8,1.42,362.1
72.1,1,0.49,0.38,18.8,20,973,3.65,486.3,4.77,-54.9
230.4,1,0.43,0.38,9,20,804,3.59,764.5,3.46,-1624.6
246.5,2,0.11,0.28,1,72,106,5.43,53,0.12,-2140.4
97.3,3,0.15,0.34,32.3,60,536,3.06,1122.4,0.8,830.6
204.8,1,0.36,0.3,-8.8,40,672,3.02,650.4,2.42,-4117
293.6,3,0.29,0.42,30,41,269,0.09,113062.1,0.78,2909.6
105.7,3,0.18,0.46,27.6,75,676,0.04,81444.1,1.22,800.1
169.7,2,0.47,0.35,-1,45,666,5.85,12,3.13,-1478.9
125.1,2,0.35,0.34,31.9,57,641,3.51,1362.8,2.24,966.2
258,3,0.4,0.31,28.4,45,426,3.36,2656.1,1.7,1439
236,1,0.33,0.26,10.7,27,366,3.51,866.8,1.21,-1424.4
110.1,2,0.25,0.27,-3.9,58,384,3.53,123.4,0.96,-1702.5
124.2,1,0.18,0.27,3.6,30,810,0.06,9950.3,1.46,-2024.7
137,1,0.32,0.33,23.2,66,243,6.42,580.3,0.78,156.9
201.2,3,0.27,0.45,11.6,68,115,5.12,522.5,0.31,-824.8
119.9,1,0.48,0.33,12.3,34,224,3.07,606.5,1.08,-639.8
146.3,1,0.2,0.4,3.6,34,288,3.22,194.3,0.58,-1626.7
286.3,1,0.42,0.47,-2.6,77,275,3.19,252.5,1.16,-4406.3
118.5,2,0.38,0.24,0.6,44,163,0.05,2151.9,0.62,-2287.4
197.9,1,0.4,0.45,24.4,52,170,3.61,1616.3,0.68,556.4
209.3,2,0.43,0.31,27.7,46,302,3.71,1919.4,1.3,1013.7
81.3,3,0.47,0.26,9.2,60,536,3.21,304.5,2.52,-596.2
192.9,2,0.19,0.37,9.4,46,761,5.17,415.1,1.45,-987.6
50.7,1,0.22,0.39,3.7,25,343,0.01,22752.8,0.75,-825.6
176.1,3,0.16,0.28,-9.9,54,261,0.09,20369.1,0.42,-5218
220.9,2,0.15,0.29,20.4,40,663,3.54,1412.9,0.99,57.1
141.2,2,0.13,0.44,0,21,987,3.02,49.1,1.28,-1971.2
190.7,3,0.31,0.27,27.2,68,126,0.06,100313.1,0.39,1364.8
150.7,3,0.38,0.39,25.4,59,866,3.22,1462.8,3.29,551.7
226.4,3,0.34,0.27,-1.6,54,664,6.17,40.2,2.26,-1873
182,3,0.22,0.23,4.2,44,201,3.17,280.5,0.44,-1964
120.8,1,0.38,0.26,0.1,79,308,0.05,1173,1.17,-2391.9
174.3,3,0.32,0.29,21.7,34,395,6.49,688.3,1.26,104
196.6,2,0.32,0.48,0.3,56,257,0.1,1270.3,0.82,-3834.3
161.9,1,0.21,0.29,29.5,47,718,3.22,1678.9,1.51,1042.8
129,2,0.32,0.36,34.8,41,262,3.68,1425.7,0.84,1206.6
264.2,1,0.28,0.37,11.2,53,204,3.76,913.5,0.57,-1450.8
257.6,1,0.16,0.39,10.3,44,546,3.05,989.3,0.87,-1736.6
288.6,1,0.2,0.44,25.4,34,517,0.05,164552.2,1.03,1550.6
215.7,3,0.45,0.24,1.6,78,889,3.79,173.5,4,-2464.7
219.2,1,0.27,0.4,29.3,29,189,3.27,2243.6,0.51,1372
54.8,3,0.35,0.31,27.1,61,967,3.04,594.5,3.38,270.8
205.3,2,0.24,0.38,12.9,42,822,0.05,63103.6,1.97,-1450.3
53.8,1,0.42,0.26,29.6,25,780,3.25,608.5,3.28,348.6
108.5,2,0.11,0.28,23.3,65,555,3.22,848,0.61,242.8
232.5,2,0.2,0.36,7.3,22,951,3.41,618.8,1.9,-1945.9
196,2,0.2,0.26,10.8,23,821,0.06,41758.1,1.64,-1792.4
219.7,2,0.32,0.26,13,69,122,3.2,1045.1,0.39,-1045.8
287.9,1,0.47,0.4,12.9,38,999,3.14,1573.8,4.7,-1402.2
68.8,2,0.19,0.27,-2,25,271,6.06,21.5,0.51,-596.4
294.4,3,0.44,0.23,20.8,30,835,3.46,2245.8,3.67,154
129.3,1,0.33,0.26,8.9,28,323,3.75,370.5,1.07,-897
190.4,1,0.38,0.45,-8.9,69,171,0.08,24722.3,0.65,-5458.5
283.2,1,0.3,0.48,0.1,56,744,5.03,54.6,2.23,-2800.9
160.6,1,0.13,0.31,9.5,61,624,3.09,560.4,0.81,-1165.2
67.1,1,0.45,0.43,-4,61,139,5.05,62.8,0.63,-797.1
165.5,2,0.37,0.39,8.6,61,816,3.69,500.4,3.02,-1190.5
76.4,3,0.34,0.29,20.7,71,240,5.46,342.8,0.82,24.3
177.3,2,0.45,0.5,8.9,79,933,5.9,362,4.2,-806.9
294.1,2,0.31,0.32,21.1,75,851,3.31,2252.7,2.64,216.4
97.3,2,0.24,0.26,15.6,42,445,5.01,349,1.07,-213.6
74.6,3,0.24,0.2,21.3,45,963,0.01,186011.8,2.31,96.9
167.8,2,0.27,0.24,30.9,72,849,0.1,60466.9,2.29,1810.7
262.3,1,0.24,0.28,13.3,26,265,3.05,1306.6,0.64,-1221.4
258,2,0.43,0.43,23.9,63,493,3.57,2141.9,2.12,647
219.6,3,0.16,0.27,0.3,31,807,3.62,72.5,1.29,-2760.1
206.5,2,0.42,0.49,15.6,48,942,3.58,1154.5,3.96,-583.3
229.8,3,0.44,0.27,28.6,27,608,3.67,2231.2,2.68,1251
163.5,3,0.26,0.24,-1.1,76,280,3.75,40.4,0.73,-2156.2
290.3,3,0.17,0.24,26.5,58,140,3.2,2622.2,0.24,1283.1
109,1,0.29,0.45,9.5,79,729,0.07,18237.6,2.11,-1136.5
148.8,1,0.47,0.36,26.6,20,264,6.36,776.2,1.24,357.5
281.4,2,0.23,0.23,14.1,28,800,0.08,58438,1.84,-1647
92.1,1,0.35,0.37,26.8,46,795,3.78,790,2.78,389.5
261.1,3,0.13,0.35,4,28,729,3.74,351.6,0.95,-2615.2
241.8,2,0.46,0.4,21.1,48,660,3.3,1961.1,3.04,178.2
206.3,3,0.18,0.36,5.4,54,468,3.75,351.9,0.84,-1882.5
60.5,1,0.12,0.26,-7.4,51,769,5.12,83.1,0.92,-809
105.7,2,0.14,0.22,-3.1,33,950,3.67,66.3,1.33,-1545.6
251,2,0.21,0.49,6.5,71,150,3.59,513.8,0.32,-2172
70.7,1,0.12,0.35,15.6,76,412,0.02,59998.6,0.49,-310.5
245.6,3,0.16,0.36,28.8,47,660,5.25,1488.4,1.06,1026.6
80.4,3,0.13,0.4,12.3,43,444,3.69,295.7,0.58,-390.6
231,1,0.22,0.32,21.7,56,903,3.79,1529.2,1.99,243.9
203.6,3,0.11,0.32,1.4,39,396,0.02,19288.9,0.44,-3779.4
177.3,2,0.37,0.43,-2.2,62,627,0.06,5508.1,2.32,-3912.4
104.5,1,0.24,0.24,22.4,68,973,0.09,30395.3,2.34,248.5
226.2,1,0.34,0.28,29.8,25,975,3.76,2166.2,3.32,1383.3
294.8,1,0.15,0.44,30.1,66,333,3.32,2905,0.5,1989
285.7,1,0.42,0.24,8.8,45,342,3.29,960.6,1.44,-2147.1
141.9,2,0.42,0.25,15.3,24,720,0.1,27506.2,3.02,-660.3
212.1,2,0.4,0.36,12.3,48,315,5.14,624.7,1.26,-793.7
200.1,2,0.19,0.43,19.4,72,125,5.17,827.5,0.24,-58
134.4,2,0.16,0.22,-6.8,36,806,3.62,240.3,1.29,-2298
181.6,3,0.2,0.23,14.8,74,302,0.04,75419.4,0.6,-940.5
239.3,3,0.17,0.24,17.1,31,292,3.55,1272,0.5,-447.6
297.4,3,0.12,0.4,33.4,39,268,5.23,2029.4,0.32,1900.9
74.7,1,0.37,0.4,29.3,23,235,0.07,37348.9,0.87,689.8
254.4,3,0.25,0.23,10.5,55,495,3.16,995.8,1.24,-1653.1
298,1,0.29,0.32,13.7,62,386,0.02,240314.2,1.12,-1873.6
94.4,3,0.49,0.42,8.7,48,733,3.43,323.2,3.59,-700.8
212.3,1,0.22,0.44,30,24,432,3.03,2366.8,0.95,1479.7
293.6,3,0.19,0.24,16.3,42,238,0.05,106336.7,0.45,-1080.9
156.5,2,0.21,0.48,21.2,36,623,5.34,706.7,1.31,87.5
208.4,3,0.48,0.27,-9,57,249,6.4,353.3,1.2,-2175.7
277.1,3,0.31,0.34,17.7,52,637,3.04,1930.5,1.97,-443.6
123,2,0.11,0.2,4.6,35,510,5.55,119.5,0.56,-842.9
169.9,2,0.26,0.25,17.5,75,660,6.42,543.1,1.72,-152.1
112.1,1,0.24,0.46,10,36,738,3.52,383,1.77,-726.4
218.7,3,0.21,0.31,1.1,50,442,3.08,121,0.93,-2860.3
209.2,3,0.47,0.46,13.9,73,847,3.26,1168.7,3.98,-860.1
54.8,1,0.14,0.23,26.4,70,634,5.76,275.2,0.89,148.7
114.7,3,0.3,0.4,-9,20,549,6.14,181.6,1.65,-1284
226.5,3,0.15,0.42,2.8,72,487,3.31,241.8,0.73,-2606.3
134.1,1,0.35,0.49,15.6,66,293,0.1,25042.2,1.03,-584.1
256.5,2,0.16,0.45,11.5,27,846,5.96,573.8,1.35,-880.8
266.1,1,0.3,0.4,6.6,27,744,3.61,622.5,2.23,-2278.5
141.5,2,0.42,0.49,31.7,67,172,3.65,1495.1,0.72,1051.3
124.1,1,0.2,0.41,1.1,79,967,3.1,91,1.93,-1618.4
88.1,3,0.33,0.37,24.3,64,516,5.08,501.4,1.7,186.4
138.5,2,0.45,0.43,18.5,50,941,3.72,886.7,4.23,-130.5
293.1,1,0.23,0.41,32.8,64,352,0.07,154775.6,0.81,3725.4
96.3,2,0.23,0.47,19.6,35,913,5.45,404.1,2.1,-17.5
248.3,2,0.3,0.29,26.7,45,118,3.78,2025.9,0.35,1034.8
133.4,1,0.28,0.43,12.9,23,812,3.22,647.6,2.27,-642.2
167.3,1,0.49,0.45,-1.6,24,438,3.3,73.3,2.15,-2421.2
167.7,2,0.47,0.21,2.9,67,526,3.39,209.3,2.47,-1895.5
238.5,1,0.14,0.33,22.2,56,441,3.58,1613.9,0.62,336.9
195.4,2,0.11,0.22,18.4,64,968,0.01,399265.5,1.06,-312.3
154,1,0.18,0.27,17.1,71,643,3.32,897.1,1.16,-298.3
205,1,0.45,0.36,19.2,62,634,5.21,956,2.85,-78.6
291.1,3,0.47,0.47,17.7,36,414,3.62,1798.9,1.95,-427.2
205.4,1,0.43,0.41,27.2,39,327,3.51,1957.2,1.41,959.8
98.8,2,0.41,0.43,26.7,54,970,3.13,1052.5,3.98,454.8
147.2,1,0.19,0.44,18.4,50,589,3.16,968.6,1.12,-161.1
137.6,2,0.17,0.22,22.8,40,348,3.69,936.6,0.59,243.1
111.1,1,0.46,0.48,3.4,46,635,5.87,93.9,2.92,-761.7
259.1,3,0.35,0.31,25.3,76,393,0.07,111743.4,1.38,1363.6
291.8,3,0.15,0.46,10.3,76,837,3.51,995.3,1.26,-1837
297.4,1,0.32,0.37,19.9,33,477,3.25,2163,1.53,-20.1
294.8,2,0.19,0.2,-2.8,50,716,6.06,111,1.36,-2648.2
68.3,2,0.41,0.21,13.7,46,925,3.7,325.3,3.79,-271.1
159.9,3,0.42,0.32,22.2,76,247,5.17,840,1.04,169.9
162.1,2,0.49,0.5,-3.3,22,287,5.7,106.7,1.41,-1624.1
162,1,0.47,0.23,21.9,74,724,3.56,1271.5,3.4,198.2
133.1,3,0.3,0.44,-5.3,24,943,3.56,187.3,2.83,-2168.6
222.8,2,0.47,0.24,20.6,46,129,3.1,1839.9,0.61,92.2
206.8,2,0.2,0.28,-0.5,41,501,3.78,0.1,1,-2636.9
57.7,2,0.11,0.22,17.6,26,486,5.44,202.4,0.53,-63.1
175.7,3,0.32,0.48,30.6,68,883,0.08,80207.7,2.83,1847.5
298.9,1,0.2,0.26,24.9,40,808,0.09,93917,1.62,1451.4
232.3,2,0.27,0.23,10.3,50,628,3.67,785.1,1.7,-1426.3
234.9,3,0.24,0.41,6.3,30,587,3.19,568,1.41,-2191.5
299.4,3,0.11,0.35,28.7,75,804,3.57,2610.5,0.88,1674.9
136.2,3,0.14,0.41,12.1,25,341,3.14,577.4,0.48,-738.1
244.8,3,0.24,0.24,-6.3,70,315,3.37,486.9,0.76,-4268.6
55.7,3,0.47,0.43,-1.9,52,964,3.78,17,4.53,-758.7
216.2,2,0.23,0.5,-3.5,22,930,0.09,6883.7,2.14,-5035
246.9,1,0.31,0.21,0.6,60,182,3.3,67.6,0.56,-3209.2
118.3,3,0.3,0.21,1.7,42,764,3.02,111,2.29,-1511.1
255.6,1,0.15,0.32,14.6,33,516,3.63,1144.2,0.77,-879.2
256,3,0.39,0.25,9.3,71,171,0.02,144868.4,0.67,-2733.7
78.6,1,0.27,0.29,11.7,64,398,6.45,167.3,1.07,-231.6
86.1,2,0.22,0.34,21.9,64,826,3.36,646.4,1.82,108.6
215.7,3,0.12,0.3,31.6,77,226,0.02,363838,0.27,2497.1
160.4,1,0.31,0.29,9.3,26,802,3.7,505.8,2.49,-1081.3
53.2,3,0.4,0.31,17.9,33,824,3.38,353.7,3.3,-74
208.3,3,0.28,0.33,7.8,31,689,3.8,530.5,1.93,-1575.6
104,3,0.3,0.21,16.5,79,491,3.16,643.1,1.47,-249
202.3,1,0.23,0.38,13.8,70,731,6.27,522.8,1.68,-467.8
124.1,2,0.47,0.21,12.9,70,404,3.63,561.7,1.9,-561.3
57.8,3,0.36,0.26,22.4,72,480,3.43,455,1.73,91.1
68.4,3,0.24,0.37,10.9,63,957,6.09,149.2,2.3,-243.4
252.4,3,0.21,0.43,25.3,27,835,3.23,2256.7,1.75,905.6
74.8,1,0.42,0.36,13.2,32,357,3.19,384.6,1.5,-346.4
90,2,0.2,0.22,32.8,31,932,3.56,938.1,1.86,741.9
268.4,3,0.49,0.34,18.8,40,419,5.99,1072.2,2.05,-129.2
174.3,1,0.46,0.22,31,52,529,3,2253.2,2.43,1342.1
155.1,1,0.15,0.34,-0.5,62,601,3.21,5.2,0.9,-2158.9
94.5,3,0.21,0.25,19.7,41,395,0.08,26229.6,0.83,-28.1
167.8,3,0.45,0.27,5.4,54,189,3.29,349.2,0.85,-1643.9
97.9,1,0.16,0.26,-1.7,29,446,3.18,41.7,0.71,-1448.9
167.5,3,0.19,0.23,17.3,33,154,3.23,991.1,0.29,-306.2
294.7,3,0.44,0.49,12,41,465,3.29,1362.2,2.05,-1581.9
202.3,2,0.34,0.38,-5.5,59,219,5.85,213.7,0.74,-2140.8
281,2,0.39,0.24,25.3,44,734,3.13,2793,2.86,1023.1
160.6,2,0.32,0.49,0.4,48,901,0.08,3029.6,2.88,-3122.6
202.2,1,0.25,0.34,-4.8,38,239,3.22,322.2,0.6,-3399.9
245.8,3,0.45,0.29,-9.2,21,594,3.31,782.9,2.67,-4801.7
289.1,1,0.29,0.46,-3.1,62,176,3.26,296.9,0.51,-4501.1
170.2,1,0.49,0.37,1.7,46,468,3.69,124.5,2.29,-1965.4
71.2,2,0.17,0.39,32,68,620,3.14,802.5,1.05,586.1
111.7,3,0.4,0.47,10.7,31,869,3.56,435.6,3.48,-669
229.5,2,0.43,0.32,10.7,55,247,3.3,925,1.06,-1430
133,3,0.25,0.42,1.3,24,610,3.56,80.3,1.52,-1601.7
154.7,2,0.23,0.28,33.9,31,853,3.25,1844.5,1.96,1451.5
119.2,3,0.3,0.33,-9.2,24,570,3.66,323.2,1.71,-2206.7
107.8,2,0.11,0.32,-1.8,44,975,5.18,18.1,1.07,-1132.7
148.1,3,0.41,0.35,9.8,26,839,3.58,530.3,3.44,-969.8
183.9,2,0.2,0.34,-4.1,73,249,3.24,240.4,0.5,-2996
100,2,0.42,0.47,1.8,42,669,3.54,84.4,2.81,-1175.7
183.1,2,0.5,0.42,-6.8,33,212,3.15,478.7,1.06,-3361.3
204.6,3,0.29,0.22,13.5,50,684,3.18,1044.9,1.98,-907
129.5,1,0.13,0.28,-5.3,76,226,3.3,212.1,0.29,-2195.2
193.5,3,0.31,0.42,6.4,45,914,3.64,449.1,2.83,-1673.7
233.3,1,0.21,0.45,28,32,356,0.08,91376,0.75,1851.5
157.7,3,0.35,0.39,-4.6,29,688,6.26,115.8,2.41,-1450.9
105.7,1,0.47,0.36,19.5,71,647,5.18,507.7,3.04,-25.5
247.7,3,0.25,0.22,-6.9,49,412,6.02,300.3,1.03,-2651.9
218.7,2,0.47,0.22,23.6,71,322,6.49,995.6,1.51,276.3
239.1,1,0.19,0.38,14.1,53,138,0.01,372771.5,0.26,-1409.3
216,3,0.49,0.41,32.6,56,541,0.03,297075.9,2.65,2713.4
100.5,1,0.26,0.47,13.9,26,251,3.2,502.2,0.65,-416.9
